1307 VISSOIE, 7.471054 46.249427;7.697972 46.249134;7.697459 46.141188;7.47099 46.14148;7.471054 46.249427
1308 ST. NIKLAUS, 7.697972 46.249134;7.924885 46.248386;7.923923 46.140442;7.697459 46.141188;7.697972 46.249134
1309 SIMPLON, 7.924885 46.248386;8.15179 46.247184;8.150379 46.139241;7.923923 46.140442;7.924885 46.248386
1310 TEIL SIMPLON, 8.15179 46.247184;8.378683 46.245526;8.376823 46.137587;8.150379 46.139241;8.15179 46.247184
1311 COMOLOGNO, 8.378683 46.245526;8.605559 46.243413;8.603251 46.135478;8.376823 46.137587;8.378683 46.245526
1312 LOCARNO, 8.605559 46.243413;8.832416 46.240845;8.829658 46.132915;8.603251 46.135478;8.605559 46.243413
1313 BELLINZONA, 8.832416 46.240845;9.059248 46.237821;9.056042 46.129898;8.829658 46.132915;8.832416 46.240845
1314 PASSO SAN JORIO, 9.059248 46.237821;9.286053 46.234343;9.282398 46.126427;9.056042 46.129898;9.059248 46.237821
1318 TEIL LOGO DI POSCHIAVO, 9.966261 46.221177;10.192916 46.215879;10.187465 46.107999;9.961259 46.113287;9.966261 46.221177
1320 TEIL CHANCY, 5.882833 46.238732;6.109673 46.241625;6.112302 46.133694;5.885911 46.130806;5.882833 46.238732
1324 BARBERINE, 6.791596 46.139631;7.018055 46.140701;7.018885 46.032757;6.792873 46.031689;6.791596 46.139631
1325 SEMBRANCHER, 7.018055 46.140701;7.244521 46.141318;7.244904 46.033372;7.018885 46.032757;7.018055 46.140701
1326 ROSABLANCHE, 7.244521 46.141318;7.47099 46.14148;7.470926 46.033534;7.244904 46.033372;7.244521 46.141318
1327 EVOLENE, 7.47099 46.14148;7.697459 46.141188;7.696948 46.033243;7.470926 46.033534;7.47099 46.14148
1328 RANDA, 7.697459 46.141188;7.923923 46.140442;7.922965 46.032498;7.696948 46.033243;7.697459 46.141188
1329 SAAS, 7.923923 46.140442;8.150379 46.139241;8.148974 46.0313;7.922965 46.032498;7.923923 46.140442
1332 BRISSAGO, 8.603251 46.135478;8.829658 46.132915;8.826912 46.024987;8.600951 46.027545;8.603251 46.135478
1333 TESSERETE, 8.829658 46.132915;9.056042 46.129898;9.052848 46.021976;8.826912 46.024987;8.829658 46.132915
1334 PORLEZZA, 9.056042 46.129898;9.282398 46.126427;9.278757 46.018511;9.052848 46.021976;9.056042 46.129898
1344 COL DE BALME, 6.792873 46.031689;7.018885 46.032757;7.019712 45.924815;6.794145 45.923748;6.792873 46.031689
1345 ORSIERES, 7.018885 46.032757;7.244904 46.033372;7.245286 45.925428;7.019712 45.924815;7.018885 46.032757
1346 CHANRION, 7.244904 46.033372;7.470926 46.033534;7.470863 45.92559;7.245286 45.925428;7.244904 46.033372
1347 MATTERHORN, 7.470926 46.033534;7.696948 46.033243;7.696439 45.925299;7.470863 45.92559;7.470926 46.033534
1348 ZERMATT, 7.696948 46.033243;7.922965 46.032498;7.922011 45.924556;7.696439 45.925299;7.696948 46.033243
1349 MONTE MORO, 7.922965 46.032498;8.148974 46.0313;8.147575 45.923361;7.922011 45.924556;7.922965 46.032498
1352 LUINO, 8.600951 46.027545;8.826912 46.024987;8.824177 45.91706;8.598661 45.919612;8.600951 46.027545
1353 LUGANO, 8.826912 46.024987;9.052848 46.021976;9.049668 45.914055;8.824177 45.91706;8.826912 46.024987
1354 TEIL COMO, 9.052848 46.021976;9.278757 46.018511;9.275132 45.910597;9.049668 45.914055;9.052848 46.021976
1365 GRAND-ST-BERNARD, 7.019712 45.924815;7.245286 45.925428;7.245666 45.817486;7.020535 45.816874;7.019712 45.924815
1366 MONT VELAN, 7.245286 45.925428;7.470863 45.92559;7.470799 45.817648;7.245666 45.817486;7.245286 45.925428
1368 TEIL ZERMATT, 7.696439 45.925299;7.922011 45.924556;7.921061 45.816616;7.695932 45.817357;7.696439 45.925299
1373 MENDRISIO, 8.824177 45.91706;9.049668 45.914055;9.046501 45.806135;8.821453 45.809134;8.824177 45.91706
1374 COMO, 9.049668 45.914055;9.275132 45.910597;9.271521 45.802685;9.046501 45.806135;9.049668 45.914055
